,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
skip-2_non-skip-4_dropout:False_reduction:True_R2_MSELoss,-15.207229516085457,-16.686680024745417,-26.090983311335247,-11.506525269910401,-13.127408518510705,-8.190421471408769,-6.334983127958634,-8.221521988803266,-64.7625633431416,-14.042457201901604,-11.358614943775477,-10.440735785400166,-9.70958237320769,-5.461489643536362,-4.910423994064331,-7.941750150100858,-13.997636534419714,-5.555980078145569,-6.928909898972979,-4.375912445432999,-5.326618338332457,-4.131819707505843,-4.237525631399715,-4.218858717703352,-4.643248289239173,-4.518541822246477,-11.666279956406237,-6.156424452276791,-9.819212929875244,-6.047921443686766,-6.973808372721953,-7.182119955034817,-3.363665023270775,-7.755023431544211,-5.116897881031036,-3.9771436686609305,-2.4051712704639807,-1.456919951766145,-4.0280131124982645,-3.163214699894774
