,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
skip-2_non-skip-1_dropout:False_reduction:True_R2Loss,tensor(-8573.3271),tensor(-4621.8208),tensor(-5008.1724),tensor(-3630.5457),tensor(-3686.8159),tensor(-3387.7703),tensor(-4241.6460),tensor(-2780.0256),tensor(-2471.6323),tensor(-2162.4919),tensor(-3363.8196),tensor(-1343.2957),tensor(-1134.7072),tensor(-1725.4362),tensor(-2224.1228),tensor(-1322.5930),tensor(-1628.2596),tensor(-1508.8511),tensor(-931.3177),tensor(-885.3162),tensor(-1451.5756),tensor(-965.1019),tensor(-553.5285),tensor(-430.2421),tensor(-522.1780),tensor(-360.4552),tensor(-418.0484),tensor(-462.6477),tensor(-339.4273),tensor(-404.7676),tensor(-275.5763),tensor(-251.6116),tensor(-251.5098),tensor(-265.2894),tensor(-187.6434),tensor(-97.3711),tensor(-201.7806),tensor(-116.9033),tensor(-62.9742),tensor(-78.1261),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-2_dropout:False_reduction:True_R2Loss,tensor(-850.5136),tensor(-676.9686),tensor(-753.6263),tensor(-350.5049),tensor(-409.3194),tensor(-761.6562),tensor(-412.1619),tensor(-349.7735),tensor(-577.3994),tensor(-403.2375),tensor(-389.7043),tensor(-252.7217),tensor(-170.5819),tensor(-258.4908),tensor(-196.4417),tensor(-372.4827),tensor(-297.5682),tensor(-185.0329),tensor(-177.8398),tensor(-169.1464),tensor(-145.3675),tensor(-101.6976),tensor(-171.9215),tensor(-105.2968),tensor(-66.7246),tensor(-80.9688),tensor(-44.2914),tensor(-116.1238),tensor(-99.0776),tensor(-105.7217),tensor(-67.0004),tensor(-51.7045),tensor(-45.3116),tensor(-40.5303),tensor(-55.7990),tensor(-35.6762),tensor(-63.3179),tensor(-25.6952),tensor(-31.3273),tensor(-16.7365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-3_dropout:False_reduction:True_R2Loss,tensor(-102.1025),tensor(-90.8738),tensor(-197.1852),tensor(-106.7734),tensor(-45.0337),tensor(-72.8105),tensor(-85.8382),tensor(-56.5394),tensor(-78.3569),tensor(-87.2983),tensor(-44.6520),tensor(-47.9229),tensor(-75.8313),tensor(-73.8523),tensor(-80.7534),tensor(-23.4179),tensor(-40.7917),tensor(-48.1773),tensor(-14.7680),tensor(-24.1699),tensor(-33.4853),tensor(-42.0669),tensor(-19.2904),tensor(-32.3189),tensor(-31.0164),tensor(-15.6703),tensor(-31.4387),tensor(-14.6469),tensor(-9.7116),tensor(-20.5989),tensor(-18.3695),tensor(-17.0947),tensor(-39.9899),tensor(-16.9579),tensor(-22.0913),tensor(-13.5914),tensor(-10.4957),tensor(-8.7683),tensor(-9.4065),tensor(-7.4947),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-4_dropout:False_reduction:True_R2Loss,tensor(-7.6569),tensor(-92.5296),tensor(-31.5402),tensor(-56.3380),tensor(-8.6866),tensor(-24.0097),tensor(-29.5798),tensor(-12.6303),tensor(-34.9887),tensor(-43.6997),tensor(-3.6529),tensor(-17.8125),tensor(-11.6455),tensor(-22.7340),tensor(-3.5647),tensor(-15.9260),tensor(-13.1271),tensor(-24.1982),tensor(-4.2076),tensor(-8.3008),tensor(-5.9618),tensor(-7.0723),tensor(-8.2911),tensor(-4.0558),tensor(-7.0001),tensor(-6.9507),tensor(-10.4990),tensor(-5.5980),tensor(-11.3754),tensor(-2.6317),tensor(-3.1637),tensor(-3.0072),tensor(-7.9040),tensor(-6.3229),tensor(-6.9770),tensor(-13.1356),tensor(-4.7796),tensor(-5.0493),tensor(-6.6823),tensor(-7.6394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-1_dropout:False_reduction:False_R2Loss,tensor(-0.0634),tensor(0.0058),tensor(-0.0084),tensor(-0.1581),tensor(-0.0297),tensor(0.0230),tensor(-0.0607),tensor(0.0275),tensor(-0.0367),tensor(0.0109),tensor(0.0020),tensor(-0.0600),tensor(0.0002),tensor(0.0668),tensor(0.0711),tensor(0.0583),tensor(0.0349),tensor(0.0333),tensor(0.1364),tensor(0.0640),tensor(0.1551),tensor(0.1374),tensor(-0.0697),tensor(0.1195),tensor(-0.0618),tensor(0.0324),tensor(0.1336),tensor(0.2880),tensor(0.1874),tensor(0.2903),tensor(0.1211),tensor(0.3212),tensor(0.3600),tensor(0.3463),tensor(0.3406),tensor(0.4281),tensor(0.3330),tensor(0.3519),tensor(-1.0225),tensor(0.4968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-2_dropout:False_reduction:False_R2Loss,tensor(-0.3203),tensor(-0.1289),tensor(-0.3784),tensor(-0.0436),tensor(-0.1389),tensor(-0.2218),tensor(-0.0039),tensor(-1.1509),tensor(-0.1050),tensor(-0.3192),tensor(0.1360),tensor(0.1595),tensor(-0.3568),tensor(-1.4590),tensor(0.2679),tensor(-0.0251),tensor(0.3245),tensor(0.2885),tensor(0.4116),tensor(0.2641),tensor(0.3427),tensor(-0.0694),tensor(0.4032),tensor(-0.3196),tensor(0.4473),tensor(0.4102),tensor(0.4324),tensor(0.5267),tensor(0.1821),tensor(0.5236),tensor(0.5138),tensor(0.2645),tensor(0.5442),tensor(0.3128),tensor(0.5618),tensor(0.1033),tensor(0.2411),tensor(-0.0799),tensor(0.5764),tensor(0.5452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-3_dropout:False_reduction:False_R2Loss,tensor(-0.2459),tensor(-0.2377),tensor(-0.2098),tensor(-0.2086),tensor(-0.2714),tensor(-0.1348),tensor(-0.3503),tensor(-0.1092),tensor(-0.0982),tensor(0.0064),tensor(-0.0832),tensor(0.0443),tensor(-0.0180),tensor(-0.1120),tensor(0.0620),tensor(0.0015),tensor(0.1721),tensor(0.1656),tensor(0.1430),tensor(0.2620),tensor(0.2537),tensor(0.2881),tensor(0.3017),tensor(0.3599),tensor(0.4126),tensor(0.3985),tensor(0.3948),tensor(0.3796),tensor(0.4644),tensor(0.3432),tensor(0.2654),tensor(0.4515),tensor(0.5362),tensor(0.4435),tensor(0.5575),tensor(0.2271),tensor(0.4751),tensor(0.5410),tensor(0.5356),tensor(0.5575),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-3_dropout:False_reduction:False_R2Loss,tensor(-0.0440),tensor(0.0471),tensor(-0.0538),tensor(0.0460),tensor(0.0048),tensor(0.0138),tensor(0.0872),tensor(0.1411),tensor(0.1302),tensor(0.1508),tensor(0.2687),tensor(0.2973),tensor(0.3253),tensor(0.2369),tensor(-0.1997),tensor(0.3677),tensor(0.2203),tensor(0.3351),tensor(0.2928),tensor(0.4650),tensor(0.4515),tensor(0.4864),tensor(0.4155),tensor(0.4217),tensor(0.5243),tensor(0.4825),tensor(0.5178),tensor(0.5494),tensor(0.4894),tensor(0.5542),tensor(0.5898),tensor(0.3520),tensor(0.5497),tensor(0.5656),tensor(0.4530),tensor(0.5222),tensor(0.5140),tensor(0.3778),tensor(0.5386),tensor(0.5473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-1_dropout:False_reduction:True_R2Loss,tensor(-4273.6035),tensor(-3615.1482),tensor(-2960.5176),tensor(-2260.9360),tensor(-3869.9246),tensor(-3162.4744),tensor(-3052.7544),tensor(-2151.5969),tensor(-2437.8804),tensor(-1339.4406),tensor(-1222.4432),tensor(-1463.1982),tensor(-1543.7014),tensor(-949.2701),tensor(-913.8098),tensor(-1743.6553),tensor(-1449.3119),tensor(-636.3192),tensor(-865.7709),tensor(-522.0377),tensor(-630.0728),tensor(-535.3872),tensor(-618.7355),tensor(-522.3872),tensor(-566.5692),tensor(-441.0562),tensor(-251.4060),tensor(-182.7952),tensor(-339.5773),tensor(-203.9488),tensor(-111.9099),tensor(-128.8961),tensor(-113.2524),tensor(-72.8439),tensor(-57.7904),tensor(-80.7507),tensor(-77.6502),tensor(-77.9709),tensor(-43.0339),tensor(-46.1723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-2_dropout:False_reduction:True_R2Loss,tensor(-246.7686),tensor(-448.4912),tensor(-815.1135),tensor(-392.9441),tensor(-271.9409),tensor(-347.8813),tensor(-443.3681),tensor(-453.4779),tensor(-523.9832),tensor(-335.7000),tensor(-212.2266),tensor(-211.4360),tensor(-255.0123),tensor(-189.3168),tensor(-134.2757),tensor(-166.0328),tensor(-99.5957),tensor(-134.8066),tensor(-109.4842),tensor(-100.9200),tensor(-86.8133),tensor(-153.4103),tensor(-81.6473),tensor(-108.0255),tensor(-81.2616),tensor(-68.8616),tensor(-68.1868),tensor(-38.8145),tensor(-95.6483),tensor(-26.4202),tensor(-62.5100),tensor(-33.0434),tensor(-30.1555),tensor(-21.0389),tensor(-12.9374),tensor(-28.9182),tensor(-7.2405),tensor(-20.5867),tensor(-12.4979),tensor(-11.6416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-3_dropout:False_reduction:True_R2Loss,tensor(-166.7336),tensor(-139.9803),tensor(-88.7530),tensor(-198.4564),tensor(-65.6438),tensor(-76.5378),tensor(-74.1369),tensor(-44.8626),tensor(-45.0925),tensor(-85.1170),tensor(-28.9894),tensor(-34.2420),tensor(-53.5426),tensor(-38.6957),tensor(-46.7414),tensor(-43.3875),tensor(-46.4146),tensor(-20.2554),tensor(-54.3103),tensor(-34.2891),tensor(-30.5235),tensor(-28.4683),tensor(-37.9158),tensor(-28.9984),tensor(-24.2397),tensor(-39.1969),tensor(-44.6223),tensor(-21.7763),tensor(-11.6445),tensor(-24.2655),tensor(-17.4392),tensor(-44.4572),tensor(-12.9636),tensor(-7.9043),tensor(-12.0379),tensor(-12.2596),tensor(-14.9088),tensor(-10.4702),tensor(-14.5427),tensor(-7.3413),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-4_dropout:False_reduction:True_R2Loss,tensor(-22.7122),tensor(-14.7312),tensor(-21.9868),tensor(-16.8479),tensor(-11.2453),tensor(-21.9878),tensor(-10.9105),tensor(-5.9123),tensor(-7.3494),tensor(-8.2258),tensor(-6.3611),tensor(-12.0084),tensor(-5.8017),tensor(-6.2095),tensor(-12.6499),tensor(-9.7714),tensor(-30.0467),tensor(-5.3149),tensor(-4.5029),tensor(-4.4374),tensor(-3.2204),tensor(-2.7593),tensor(-11.1521),tensor(-6.3416),tensor(-3.4576),tensor(-6.5186),tensor(-7.1223),tensor(-9.6990),tensor(-4.7108),tensor(-7.9048),tensor(-7.3201),tensor(-6.2009),tensor(-3.2991),tensor(-1.8993),tensor(-6.5777),tensor(-5.7960),tensor(-2.3840),tensor(-5.0148),tensor(-3.1919),tensor(-4.1113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-1_dropout:True_reduction:False_R2Loss,tensor(-3.4263),tensor(-1.0444),tensor(-1.1878),tensor(-0.5414),tensor(-0.2369),tensor(-0.6808),tensor(-0.5566),tensor(-1.0528),tensor(-0.0169),tensor(0.0635),tensor(-0.0107),tensor(0.2140),tensor(-0.3701),tensor(0.2206),tensor(0.2256),tensor(0.0354),tensor(0.3447),tensor(-1.1758),tensor(0.2898),tensor(0.4342),tensor(0.4184),tensor(-0.0058),tensor(0.3328),tensor(0.4640),tensor(-0.4767),tensor(0.4361),tensor(0.3343),tensor(-0.0476),tensor(-0.2637),tensor(0.1839),tensor(0.5401),tensor(0.0550),tensor(-0.2729),tensor(0.3626),tensor(0.0959),tensor(0.5251),tensor(0.4228),tensor(0.5562),tensor(0.5686),tensor(-1.5014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-2_dropout:True_reduction:False_R2Loss,tensor(-0.1714),tensor(-1.6493),tensor(-0.3715),tensor(-0.2675),tensor(-0.2733),tensor(-0.2048),tensor(0.1484),tensor(-0.3742),tensor(0.2077),tensor(-0.6249),tensor(0.2006),tensor(-0.3076),tensor(0.1408),tensor(0.1174),tensor(0.2380),tensor(0.1178),tensor(0.1754),tensor(0.4454),tensor(0.1985),tensor(0.0250),tensor(0.4514),tensor(-0.0779),tensor(-0.1896),tensor(0.2220),tensor(0.3452),tensor(0.1915),tensor(0.5090),tensor(-0.2133),tensor(0.0318),tensor(0.3977),tensor(0.5446),tensor(-0.2419),tensor(0.5187),tensor(0.5621),tensor(-0.0333),tensor(0.5064),tensor(0.5830),tensor(0.3014),tensor(0.4103),tensor(0.5618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-3_dropout:True_reduction:False_R2Loss,tensor(0.0679),tensor(0.0503),tensor(0.0529),tensor(0.0617),tensor(0.1202),tensor(0.0835),tensor(0.0823),tensor(0.1064),tensor(0.0684),tensor(0.1293),tensor(0.1374),tensor(0.2121),tensor(0.2215),tensor(0.2218),tensor(0.1926),tensor(0.2182),tensor(0.2884),tensor(0.2882),tensor(0.3666),tensor(0.2225),tensor(0.0909),tensor(0.4032),tensor(0.4433),tensor(0.1156),tensor(0.4575),tensor(0.3475),tensor(0.4195),tensor(0.3798),tensor(0.4893),tensor(0.5460),tensor(0.4492),tensor(0.5467),tensor(0.4128),tensor(0.3103),tensor(0.4904),tensor(0.4164),tensor(0.5256),tensor(0.4882),tensor(0.3993),tensor(0.4521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-4_dropout:True_reduction:False_R2Loss,tensor(-0.0803),tensor(-0.0595),tensor(-0.0713),tensor(0.0700),tensor(0.0299),tensor(0.0638),tensor(0.1896),tensor(0.1720),tensor(0.2089),tensor(0.2932),tensor(0.2835),tensor(0.2986),tensor(0.3020),tensor(0.3171),tensor(0.4399),tensor(0.4087),tensor(0.3555),tensor(0.3724),tensor(0.5084),tensor(0.5054),tensor(0.5039),tensor(0.4699),tensor(0.3888),tensor(0.5050),tensor(0.5221),tensor(0.4993),tensor(0.3277),tensor(0.5007),tensor(0.4711),tensor(0.3655),tensor(0.4073),tensor(0.5173),tensor(0.5238),tensor(0.4394),tensor(0.4564),tensor(0.5354),tensor(0.4678),tensor(0.5246),tensor(0.4857),tensor(0.4461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-1_dropout:True_reduction:True_R2Loss,tensor(-3726.6272),tensor(-4755.8862),tensor(-4639.6963),tensor(-3900.9341),tensor(-5194.5366),tensor(-3041.9968),tensor(-2332.2744),tensor(-2759.4734),tensor(-1589.5049),tensor(-2544.8096),tensor(-2260.6812),tensor(-1522.9674),tensor(-1466.3359),tensor(-1600.4387),tensor(-1602.6406),tensor(-1522.7385),tensor(-1281.6743),tensor(-850.6125),tensor(-1777.2047),tensor(-740.7382),tensor(-509.3744),tensor(-862.1351),tensor(-511.0291),tensor(-488.6149),tensor(-455.8607),tensor(-430.1227),tensor(-427.4585),tensor(-446.5395),tensor(-227.6160),tensor(-123.9005),tensor(-140.0702),tensor(-206.0479),tensor(-248.9243),tensor(-88.3898),tensor(-84.7951),tensor(-84.2264),tensor(-83.5830),tensor(-69.6901),tensor(-40.8144),tensor(-45.9270),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-2_dropout:True_reduction:True_R2Loss,tensor(-918.0499),tensor(-626.1635),tensor(-449.8672),tensor(-639.4760),tensor(-672.7336),tensor(-526.3630),tensor(-422.8134),tensor(-547.1276),tensor(-410.2038),tensor(-532.7657),tensor(-498.8273),tensor(-476.5664),tensor(-261.8064),tensor(-284.5751),tensor(-283.2963),tensor(-278.2238),tensor(-292.8377),tensor(-277.2661),tensor(-223.2185),tensor(-98.7278),tensor(-138.6732),tensor(-208.7679),tensor(-108.0216),tensor(-116.3135),tensor(-125.8721),tensor(-194.5178),tensor(-111.3039),tensor(-173.3457),tensor(-132.3754),tensor(-88.3705),tensor(-102.3617),tensor(-83.5647),tensor(-87.5270),tensor(-61.6110),tensor(-31.9241),tensor(-43.0548),tensor(-53.0463),tensor(-33.0863),tensor(-53.6124),tensor(-28.7958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-3_dropout:True_reduction:True_R2Loss,tensor(-124.2524),tensor(-54.9499),tensor(-64.1325),tensor(-39.1880),tensor(-172.3978),tensor(-85.2621),tensor(-212.2727),tensor(-62.4703),tensor(-112.5130),tensor(-60.6971),tensor(-23.8758),tensor(-48.1680),tensor(-51.3041),tensor(-21.7661),tensor(-55.0765),tensor(-59.9123),tensor(-131.2746),tensor(-64.9615),tensor(-47.3771),tensor(-40.8306),tensor(-12.0130),tensor(-42.4635),tensor(-18.5879),tensor(-35.6895),tensor(-27.0630),tensor(-38.6544),tensor(-33.2346),tensor(-18.1409),tensor(-30.9413),tensor(-88.6531),tensor(-14.1325),tensor(-37.9052),tensor(-8.7310),tensor(-12.2576),tensor(-19.0503),tensor(-28.2596),tensor(-18.1456),tensor(-23.1091),tensor(-8.5503),tensor(-10.2118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-4_dropout:True_reduction:True_R2Loss,tensor(-16.8071),tensor(-18.6615),tensor(-7.5178),tensor(-28.9151),tensor(-13.2198),tensor(-15.4997),tensor(-9.9153),tensor(-15.5519),tensor(-7.5087),tensor(-6.8063),tensor(-12.5530),tensor(-12.5112),tensor(-7.2114),tensor(-9.4391),tensor(-11.2324),tensor(-12.0621),tensor(-13.2233),tensor(-10.2701),tensor(-6.0985),tensor(-6.5917),tensor(-28.4158),tensor(-12.1864),tensor(-14.2806),tensor(-12.1569),tensor(-11.5391),tensor(-73.9075),tensor(-7.6116),tensor(-11.5359),tensor(-6.9965),tensor(-5.7895),tensor(-9.3136),tensor(-5.9445),tensor(-4.7658),tensor(-15.0284),tensor(-9.4047),tensor(-2.4290),tensor(-12.1614),tensor(-12.7936),tensor(-5.6877),tensor(-6.0705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-1_dropout:True_reduction:False_R2Loss,tensor(-0.3134),tensor(-0.0663),tensor(-0.3394),tensor(-0.3127),tensor(-0.4017),tensor(-0.9083),tensor(-0.4408),tensor(-1.3066),tensor(-0.5449),tensor(-2.5204),tensor(-0.2111),tensor(-0.0193),tensor(-1.8190),tensor(0.0328),tensor(0.0746),tensor(0.2154),tensor(0.3532),tensor(0.3330),tensor(0.2746),tensor(0.2773),tensor(0.3973),tensor(-0.0572),tensor(-1.2991),tensor(0.3990),tensor(0.1264),tensor(-0.1877),tensor(0.1643),tensor(0.4689),tensor(0.3657),tensor(0.5195),tensor(-0.0476),tensor(0.5118),tensor(0.3760),tensor(0.5225),tensor(0.4081),tensor(0.5646),tensor(0.5001),tensor(0.5528),tensor(0.5295),tensor(-0.5064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-2_dropout:True_reduction:False_R2Loss,tensor(0.1330),tensor(0.1692),tensor(0.1933),tensor(-0.3942),tensor(0.2315),tensor(0.2836),tensor(0.2888),tensor(0.2943),tensor(0.3304),tensor(0.3516),tensor(0.3562),tensor(0.3367),tensor(0.2380),tensor(0.3684),tensor(0.4230),tensor(0.4474),tensor(0.4753),tensor(0.4473),tensor(0.5050),tensor(0.3583),tensor(0.4210),tensor(0.3620),tensor(0.5348),tensor(0.5425),tensor(0.2922),tensor(0.5272),tensor(0.2452),tensor(0.5104),tensor(0.5048),tensor(0.5652),tensor(0.5352),tensor(0.5747),tensor(0.5428),tensor(0.5766),tensor(0.5689),tensor(0.5480),tensor(0.5700),tensor(0.5718),tensor(0.5787),tensor(0.5095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-3_dropout:True_reduction:False_R2Loss,tensor(-0.3321),tensor(-0.3353),tensor(-0.0529),tensor(-0.1758),tensor(0.0255),tensor(-0.1550),tensor(-0.2735),tensor(0.0253),tensor(-0.0031),tensor(0.0532),tensor(0.1979),tensor(0.1396),tensor(0.0598),tensor(0.2461),tensor(0.1846),tensor(0.1426),tensor(0.3163),tensor(0.2907),tensor(-0.2313),tensor(0.4156),tensor(0.2957),tensor(0.3131),tensor(0.3121),tensor(0.4217),tensor(0.2318),tensor(0.4448),tensor(0.1668),tensor(0.4957),tensor(0.4877),tensor(0.4286),tensor(0.5131),tensor(0.3284),tensor(0.4395),tensor(0.5141),tensor(0.5125),tensor(0.4510),tensor(0.5490),tensor(0.3833),tensor(0.5210),tensor(0.3319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-3_non-skip-3_dropout:True_reduction:False_R2Loss,tensor(-0.5462),tensor(-0.0303),tensor(-0.0415),tensor(0.0207),tensor(-0.0393),tensor(0.1849),tensor(0.1418),tensor(0.1700),tensor(0.2693),tensor(0.1107),tensor(0.2720),tensor(0.3141),tensor(0.2693),tensor(0.2823),tensor(0.4254),tensor(0.2858),tensor(0.4741),tensor(0.4783),tensor(0.3546),tensor(0.4332),tensor(0.2187),tensor(0.4795),tensor(0.3849),tensor(0.2998),tensor(0.3734),tensor(0.5461),tensor(0.5495),tensor(0.5237),tensor(0.4286),tensor(0.3694),tensor(0.1684),tensor(0.3320),tensor(0.3757),tensor(0.4815),tensor(0.4579),tensor(0.4803),tensor(0.4799),tensor(0.4481),tensor(0.4990),tensor(0.3867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-1_dropout:True_reduction:True_R2Loss,tensor(-4776.0981),tensor(-3847.8896),tensor(-2857.0569),tensor(-2681.3118),tensor(-2653.9001),tensor(-2395.4250),tensor(-2862.5349),tensor(-3041.6838),tensor(-1266.5049),tensor(-1806.0913),tensor(-1765.0038),tensor(-1222.6416),tensor(-875.6737),tensor(-735.7260),tensor(-1143.2213),tensor(-932.1346),tensor(-921.6844),tensor(-617.4827),tensor(-626.8408),tensor(-480.3850),tensor(-421.4970),tensor(-410.9191),tensor(-282.0287),tensor(-300.4806),tensor(-251.6603),tensor(-233.6831),tensor(-328.3856),tensor(-178.3251),tensor(-216.2597),tensor(-112.8124),tensor(-152.3858),tensor(-129.0322),tensor(-95.3238),tensor(-92.8599),tensor(-64.5159),tensor(-44.6695),tensor(-45.5334),tensor(-47.8671),tensor(-33.7661),tensor(-29.7347),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-2_dropout:True_reduction:True_R2Loss,tensor(-358.7270),tensor(-433.0301),tensor(-414.2678),tensor(-299.2502),tensor(-200.1252),tensor(-224.5128),tensor(-209.2105),tensor(-261.9846),tensor(-288.9642),tensor(-281.0113),tensor(-94.8317),tensor(-139.8195),tensor(-222.9182),tensor(-103.4101),tensor(-127.7345),tensor(-102.0816),tensor(-39.6935),tensor(-148.1239),tensor(-76.7284),tensor(-63.4356),tensor(-51.7203),tensor(-47.5226),tensor(-36.2574),tensor(-67.1481),tensor(-56.8377),tensor(-28.1769),tensor(-33.6411),tensor(-34.6292),tensor(-22.3370),tensor(-45.8171),tensor(-12.1182),tensor(-17.2084),tensor(-10.3711),tensor(-6.2188),tensor(-7.7940),tensor(-14.3078),tensor(-5.9341),tensor(-5.3119),tensor(-6.9704),tensor(-3.4110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-3_dropout:True_reduction:True_R2Loss,tensor(-227.0891),tensor(-118.4718),tensor(-57.7395),tensor(-96.1544),tensor(-304.1084),tensor(-75.1758),tensor(-119.7563),tensor(-75.6964),tensor(-48.1897),tensor(-38.2450),tensor(-80.4194),tensor(-83.9603),tensor(-61.4795),tensor(-78.4321),tensor(-40.1689),tensor(-149.0709),tensor(-30.2756),tensor(-44.2640),tensor(-69.0950),tensor(-114.9335),tensor(-41.3585),tensor(-33.1061),tensor(-56.9462),tensor(-87.7988),tensor(-28.7112),tensor(-35.8374),tensor(-26.8059),tensor(-26.3238),tensor(-42.9661),tensor(-28.5893),tensor(-16.9870),tensor(-25.0063),tensor(-9.1482),tensor(-13.2523),tensor(-20.9489),tensor(-28.2897),tensor(-12.0700),tensor(-11.9024),tensor(-12.6084),tensor(-14.9747),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-2_non-skip-4_dropout:True_reduction:True_R2Loss,tensor(-18.0779),tensor(-12.8727),tensor(-53.6086),tensor(-19.8447),tensor(-27.8892),tensor(-23.4956),tensor(-15.3603),tensor(-18.6886),tensor(-9.2958),tensor(-7.5387),tensor(-6.8229),tensor(-9.4438),tensor(-11.0703),tensor(-13.5076),tensor(-5.0881),tensor(-2.4470),tensor(-5.3470),tensor(-1.9643),tensor(-4.3196),tensor(-6.6049),tensor(-3.4078),tensor(-4.3267),tensor(-1.8334),tensor(-3.9604),tensor(-5.1928),tensor(-4.4219),tensor(-7.3385),tensor(-2.7787),tensor(-2.0837),tensor(-6.1472),tensor(-2.6562),tensor(-5.9980),tensor(-1.6000),tensor(-2.3599),tensor(-2.4996),tensor(-1.7823),tensor(-2.6370),tensor(-2.2054),tensor(-2.3543),tensor(-3.2934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
