,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Unnamed: 0
skip-0_non-skip-1_dropout:False_reduction:False_R2_MSELoss_DEMORUN,0.8442944815638018,0.8911389989011428,0.8101677973480785,0.8209203766549334,0.8279477604756168,0.7673152157781171,0.7434178910711232,0.7269147089591214,0.7620579039349276,0.6998262028483784,0.834554179334173,0.901103514520561,0.7951332023184673,0.955549603583766,0.84780151652647,0.7357210883980289,0.8529558029829287,0.6186896768562934,0.6227817435694092,0.6857195326729733,0.6557113585226676,0.5602275752553753,0.5577995169396494,0.633268941266864,0.585787010726099,0.5411881183584532,0.6168956422046119,0.6226562907663631,0.5300110178981342,0.5257180987985111,0.5140195622236705,0.5401986345429631,0.5040175052834492,0.668354162106327,0.5086337046369034,0.5150946327211225,0.5449641514934745,0.4951327273658678,0.6220099704668802,0.4920712199938648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-1_dropout:False_reduction:False_R2_MSELoss_DEMORUN,1.095044339988746,1.0136689683970284,0.9684779354754616,0.9803365743627735,0.9844964320460956,0.9574903034988572,0.971071061842582,1.0356711704356998,0.9390212475669152,0.8656953558617947,0.8731582002604709,0.9724834999617408,0.8079828774812174,0.7936113652061013,0.8056808971599037,0.7523645130442638,0.8374598230070928,0.711740708526443,0.8265697366612799,0.6678323002130377,0.6873957149538339,0.7147713723574199,1.0063520535534505,0.6040969767114696,0.602972397105951,0.6124807407020354,0.6018691441299868,0.585113675132686,0.6705391357342402,0.5728660643685097,0.6354393942245081,0.6890951164943331,0.5890829717996073,0.6188635166515323,0.5202663818410799,0.6537423886212648,0.5087134062367327,0.5073889071742693,0.525742559237223,0.564705096477387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-2_dropout:False_reduction:False_R2_MSELoss_DEMORUN,0.8327333687567243,0.8549424868588354,0.9013629010787196,0.9309652015274646,0.8015853105222478,0.7944868414425382,0.7892828355817234,0.7977882086061964,0.8557061926991332,0.7641166962829291,0.7318262457847595,0.7233322365026847,0.7152105705703006,0.711952329266305,0.6830542099242117,0.6875466279977677,0.6714976801737851,0.658656248640196,0.6959454354410078,0.6572448701835146,0.6201419722946251,0.6254762677731467,0.7263583960194214,0.6852396671459371,0.8089388229098975,0.5884394415234234,0.565164185768249,0.5766261205369351,0.6054368852181178,0.5575493993420227,0.5650452643852023,0.5380914168907147,0.5308804502528087,0.5396393717211836,0.5594459454729861,0.5255366031482231,0.6879641632823383,0.512706987048481,0.5401568744039419,0.5062480031275282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-3_dropout:False_reduction:False_R2_MSELoss_DEMORUN,0.8325360934523975,0.8591716816904498,0.8064908852764204,0.8343443750750785,0.7622497834119142,0.7463662105740285,0.7129440087021566,0.7437970568152035,0.7252933136096188,0.6719222974543478,0.655778653043158,0.6347303266326586,0.6336276997245994,0.6282449101700502,0.598563848976411,0.5869768292588347,0.5765113777243623,0.6409529307309318,0.5875372277828408,0.5677558781907839,0.592758131596972,0.5805865705159365,0.5342905074357986,0.5600167645835409,0.5223540016541294,0.5476605570783802,0.5181494735035241,0.512601518236539,0.5107351716096494,0.5153287983335116,0.544315608674843,0.5199276945900684,0.537150629010855,0.5153121441858364,0.6041152380845126,0.491663230692639,0.5248153683017281,0.4959497923652331,0.5149717171694718,0.4939226201351951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-4_dropout:False_reduction:False_R2_MSELoss_DEMORUN,0.9200444142608082,0.8786615378716413,0.8585630915328568,0.8594431300081459,0.8408600067098936,1.0662522076391707,0.8261093538181454,0.8290168537082625,0.7553142179168907,0.8273686379486439,0.7422830624615445,0.7223095495034667,0.738752477382328,0.6748904571229336,0.6538338649506662,0.6712187015469752,0.6611909702712414,0.6115608522851094,0.6113868927327442,0.6010791809827674,0.5847021632042586,0.5718415501509228,0.5768219094504329,0.5695892948584229,0.5503396777545705,0.5575877975161169,0.5392304689568632,0.5545733603192311,0.5338206235319376,0.557904844738397,0.5364343819811064,0.559554482791938,0.5444460500616068,0.5141707856719401,0.5261627588348061,0.5121421068176335,0.510266380274997,0.5089684828531509,0.5382796806447646,0.5142454492183877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-1_dropout:False_reduction:True_R2_MSELoss_DEMORUN,800.1082712148918,1142.264258104212,1005.2143310553888,873.2721287494196,489.81436196962994,700.5655309733222,503.7847707210218,620.9571121739698,422.6594309391929,386.69045671470025,466.0871248677665,358.2924316928667,341.3642062454247,282.804598389303,210.53046076204265,288.1177838286933,189.69537811711723,284.4174046054775,147.58423395717844,101.00408375643048,187.2457521849988,138.5687391302165,88.10442685029086,71.39760690050967,52.48941411954515,60.5259913112603,44.682878816244646,36.5780349221884,49.3551029177273,26.328098874758272,27.45660945539381,17.250696863613875,16.491205347227115,12.996220348804604,11.50005140900612,4.584482986845222,4.237096009009025,3.38355908937314,2.278930657050189,2.016475451927559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-2_dropout:False_reduction:True_R2_MSELoss_DEMORUN,187.1525355250228,163.12970231619536,356.69742847307054,287.660992138526,139.0512428231099,77.93335476576114,124.0171143842094,171.55005583576127,109.65180957901713,96.65471448325644,154.3547625483251,69.0467699982372,117.11707842233136,115.4731511827193,115.53088525580424,55.635816719456045,62.103220594718174,80.69226123012749,64.62531684952624,50.395136787610895,45.71288985437622,49.22258244673996,39.20025648132843,40.70113649117012,67.48728075477422,42.2765387980377,35.34806980981546,32.815256863832474,22.32218586580426,35.497842256345,24.620294208912288,24.72555803858182,14.2575148270995,12.644481607219753,9.572082493235085,10.034150463401105,6.599335799906768,7.164869092843112,4.9019943838026006,7.239021669123687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-3_dropout:False_reduction:True_R2_MSELoss_DEMORUN,42.66770688166805,45.17376175822288,43.41962794345968,23.35303449981353,26.809275351318657,9.38411583868312,34.25982706482504,30.580045238429424,28.14088730484832,36.33129326707008,14.859937125269104,11.54935161944698,30.082532364655943,30.30100436830053,15.637219070000391,12.015228633202758,11.370581422950709,4.52213271195982,11.958391750852266,22.05694185255789,17.41614012683139,6.72535862642176,8.731840632125444,10.98649982815864,11.201126455091964,22.222158228503723,5.459538522158184,9.137771106964232,10.85490329286047,8.395900003319861,4.991291941088789,4.915944723814142,7.223449257658977,6.185528473234644,8.026363324593095,6.080860676572604,4.676078871184704,4.714332113078997,6.786563519169302,3.4722133411788474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-0_non-skip-4_dropout:False_reduction:True_R2_MSELoss_DEMORUN,2.324145107657886,4.275432603470251,3.0215940254868245,2.4196707311214185,6.741285083925023,4.588044391835437,2.5948099889883807,1.9687089225386871,2.498042671703825,3.547900052923782,2.062753592709116,2.2391051777145443,2.6207047600079987,2.730767094767561,3.670670590272137,2.434311807155609,3.794599578661077,2.646836263584156,2.027051792133088,2.264475037215972,2.65973717295656,1.6938384590195674,3.499827111030326,1.8189299880873924,2.228689400442675,3.3531226393784963,2.3026428175907507,2.2028480505242065,1.6127328153918772,1.7509291976982473,1.7602123200309043,1.7623428754946764,1.4936334043741226,3.536370180839417,2.0341807203549966,1.9399494262156527,2.686496968801115,1.6175589606750245,1.376000028907084,1.942728773197707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-1_non-skip-1_dropout:False_reduction:False_R2_MSELoss_DEMORUN,0.8779933703880684,0.899622872763989,0.8346552734865862,0.9156055229843832,0.7980938290848452,0.8222105855158731,0.8068510026616209,0.96470096751171,0.791009634002751,0.7274243970419846,0.7918716715831383,0.6823453348056943,0.7134598974941992,0.6571447393473457,0.6658075557035559,0.6499373275859683,0.6116854035679031,0.603816069589526,0.6154563706002983,0.5814529371027853,0.5970396698251659,0.8357629490395387,0.5574931122508704,0.593597494504031,0.5476867684400549,0.5446634247314697,0.6657784885051203,0.6678770489114172,0.5206801922005766,0.5507675084997626,0.5147836175108073,0.6272071071115195,0.5332476249804684,0.9997833263055952,0.5381397419408256,0.5582172603291624,0.5897300438407589,0.5269400605603176,0.5045200268573621,0.5291382676246119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
