,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
skip-3_non-skip-4_dropout:True_reduction:True_R2_MSELoss,-22.082275824219572,-25.4240256115502,-40.509373207887016,-21.220831966867635,-25.09561175107956,-7.255954155734941,-22.63083042934829,-48.48151929355135,-13.598806595101076,-35.91185535402859,-36.5406148982983,-35.38924686815224,-15.081065606837178,-15.273878095196743,-3.608760826727923,-8.83020018713147,-37.34538306208218,-9.25772449315763,-21.12605052952673,-10.677102654587989,-12.20695883620019,-16.8121007938011,-6.3750703767234205,-12.925771200189404,-12.331661716395734,-13.35004291931788,-4.180652935130923,-3.3313025563370946,-3.726181556196774,-13.116867972355262,-6.874711611691644,-18.296721050552293,-7.005859126062954,-3.9526085152345547,-10.816819723914652,-2.7094150162210653,-4.0871815774955005,-5.542066729536243,-5.347601080642027,-2.428912833625195
